question,student_answer,reference_answer,score,label,feedback,question_id,dataset_source,dataset_split,keyword_overlap,cosine_similarity,length_ratio,student_length,reference_length
What is the difference between a data member and a local variable inside a member function?,"data member is accessible to all functions in the class, where local variable is only available to the member function and value is lost when function closes",Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,5.0,2,,251.0,mohler,mohler_original,0.5,0.23851135987717667,0.9629629629629629,27,26
What is the difference between a data member and a local variable inside a member function?,Data members are variables that are declared inside the class definition but outside of the bodies of the class member functions. Local variables can only be used within the function declaration.,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,4.5,2,,252.0,mohler,mohler_original,0.4,0.48371387566537805,0.8387096774193549,31,26
What is the difference between a data member and a local variable inside a member function?,"The data member can be accessed outside of the class, whereas the local variable cannot.",Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,4.0,2,,253.0,mohler,mohler_original,0.5,0.46065754784514984,0.5769230769230769,15,26
What is the difference between a data member and a local variable inside a member function?,"Local variables cannot be used outside of that function body. When a function terminates the values of its local variables are lost. Where as data members are variables in a class definition, and they exist throughout the life of the object. ",Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,5.0,2,,254.0,mohler,mohler_original,0.1,0.25180703839624,0.6341463414634146,41,26
What is the difference between a data member and a local variable inside a member function?,a local variable in a member function has to be static. a data member can change its value freely.,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,2.0,1,,255.0,mohler,mohler_original,0.3,0.2734436977575458,0.7307692307692307,19,26
What is the difference between a data member and a local variable inside a member function?,"a local variable is only useable within the function it is defined, whereas a data member is available to any method within its class",Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,5.0,2,,256.0,mohler,mohler_original,0.3,0.17789514352091476,0.9230769230769231,24,26
What is the difference between a data member and a local variable inside a member function?,Variable declared in a function defination's body cannot be used outside of that function.  Data members accessible only to member function of that class.,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,5.0,2,,257.0,mohler,mohler_original,0.1,0.2428753865756846,0.9230769230769231,24,26
What is the difference between a data member and a local variable inside a member function?,"data members   local variables are declared in a function definition’s body. they Cannot be used outside of that function body. When a function terminates, the values of its local variables are lost.   ",Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,4.5,2,,258.0,mohler,mohler_original,0.3,0.21444255846125596,0.8125,32,26
What is the difference between a data member and a local variable inside a member function?,local variable is only available in the function.,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,4.5,2,,259.0,mohler,mohler_original,0.1,0.17545580264667657,0.3076923076923077,8,26
What is the difference between a data member and a local variable inside a member function?,local variables are accessed inside member functions only while data members   can be accessed throughout the class,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,4.5,2,,260.0,mohler,mohler_original,0.7,0.669835578650108,0.6538461538461539,17,26
What is the difference between a data member and a local variable inside a member function?,"A data member is accessible anywhere in the class, while i local variable in a member function is only accessible in that particular function, and is freed after the function exits.",Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,5.0,2,,261.0,mohler,mohler_original,0.4,0.22650056469682986,0.8387096774193549,31,26
What is the difference between a data member and a local variable inside a member function?,"a Data member is encapsulated within a class or object,  it is static and can be shared by all instances of that class.  however local variable's are only used from the function or block in which it is declared and not the whole class. other wise they would be called global variables. ",Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,4.0,2,,262.0,mohler,mohler_original,0.3,0.28315563965980456,0.5,52,26
What is the difference between a constructor and a function?,A constructor initializes an object or objects of a class.  A function of a class performs a task such as display a line of text or do some kind of mathematical operations.,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",2.5,1,,263.0,mohler,mohler_original,0.3333333333333333,0.06571483466477644,0.96875,32,31
What is the difference between a constructor and a function?,"all constructors are functions but not all functions are constructors. Also functions can have nearly infinite purposes, while constructors always create an instance of whichever class you are using. You can change how a constructor does something but not what it does. With functions you can change not only the how but also the what.","A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",3.0,1,,264.0,mohler,mohler_original,0.0,0.1504792566503091,0.5636363636363636,55,31
What is the difference between a constructor and a function?,"Unlike regular functions, constructors are only used to initialize an object’s data when it is created. Constructors must also be given the same name as the class and cannot return any values. ","A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",5.0,2,,265.0,mohler,mohler_original,0.1111111111111111,0.21514646899837014,0.96875,32,31
What is the difference between a constructor and a function?,"A constructor typically used to intialize data members and allocate resources, for instance memory, files, etc.  Also a constructor cannot return values.  Functions are operations that maybe globally defined.","A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",4.5,2,,266.0,mohler,mohler_original,0.1111111111111111,0.1184117688673064,0.9354838709677419,29,31
What is the difference between a constructor and a function?,"Constructors cannot return values, so they cannot specify a return type. Normally, constructors are declared public.","A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",4.0,2,,267.0,mohler,mohler_original,0.0,0.16692136601941365,0.5161290322580645,16,31
What is the difference between a constructor and a function?,A constructor is a method that starts new instances of a class. (Example: Employee employee1(parameters) starts a new instance of object of type Employee). A function is simply a module w/in a program that completes its single desired task.,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",3.0,1,,268.0,mohler,mohler_original,0.1111111111111111,0.11545527668014131,0.7948717948717948,39,31
What is the difference between a constructor and a function?,A constructor is called whenever a new object of that class is made.,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",3.5,2,,269.0,mohler,mohler_original,0.4444444444444444,0.2575952315580474,0.41935483870967744,13,31
What is the difference between a constructor and a function?,A constructor does not return any date and has no return type.  Functions can return date or not return data can have a return type.,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",4.0,2,,270.0,mohler,mohler_original,0.1111111111111111,0.30767500793250824,0.8064516129032258,25,31
What is the difference between a constructor and a function?,"A constructor is automatically called whenever an instance of a class is created, a function must be explicitly called by the user. ","A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",4.0,2,,271.0,mohler,mohler_original,0.5555555555555556,0.30719442895597787,0.7096774193548387,22,31
What is the difference between a constructor and a function?,"constructors cannot return values, so they cannot specify a return type like functions can.","A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",4.0,2,,272.0,mohler,mohler_original,0.0,0.18584890082497238,0.45161290322580644,14,31
What is the difference between a constructor and a function?,A constructor is a function used to initialize an object's data when it is created.,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",3.5,2,,273.0,mohler,mohler_original,0.4444444444444444,0.30293746087631995,0.4838709677419355,15,31
What is the difference between a constructor and a function?,a constructor initialises everything so that nothing is left empty or with random varioubles and a function modifies those variables with data.,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",2.5,1,,274.0,mohler,mohler_original,0.2222222222222222,0.07345544192994223,0.7096774193548387,22,31
What is the difference between a constructor and a function?,A constructor initialized values at the execution of its instantiation. It provides default values.,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",3.5,2,,275.0,mohler,mohler_original,0.1111111111111111,0.021147035969590496,0.45161290322580644,14,31
What is the difference between a constructor and a function?,"A constructor sets up the default values of variables when an object is instantiated, whereas a function allows interaction with that object.","A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",4.0,2,,276.0,mohler,mohler_original,0.4444444444444444,0.162097754663981,0.7096774193548387,22,31
What is the difference between a constructor and a function?,"A constructor is used to create an object that can be employed in the main function of a program.  This may or may not execute code along with it.  A function is a set of code that executes when called, but does not create a new object.","A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",3.0,1,,277.0,mohler,mohler_original,0.3333333333333333,0.2349273124230705,0.6595744680851063,47,31
What is the difference between a constructor and a function?,a constructor initializes data members but the functions actually perform tasks. Constructors cant return values either.,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",4.0,2,,278.0,mohler,mohler_original,0.1111111111111111,0.1429098275124684,0.5161290322580645,16,31
What is the difference between a constructor and a function?,"a constructor does not need a type, and it is used to initialize the variables.","A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",3.5,2,,279.0,mohler,mohler_original,0.1111111111111111,0.21695970794686242,0.4838709677419355,15,31
What is the difference between a constructor and a function?,Constructors don't have a return type.,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",4.0,2,,280.0,mohler,mohler_original,0.0,0.35160012693957865,0.1935483870967742,6,31
What is the difference between a constructor and a function?,constructor creates the class object into memory where functions perform actions against that object,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",3.0,1,,281.0,mohler,mohler_original,0.2222222222222222,0.09036230612564067,0.45161290322580644,14,31
What is the difference between a constructor and a function?,constructors cannot return values,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",4.0,2,,282.0,mohler,mohler_original,0.0,0.14283088246656328,0.12903225806451613,4,31
What is the difference between a constructor and a function?,A constructor initializes values and a function usual performs some sort of operation.,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",2.5,1,,283.0,mohler,mohler_original,0.2222222222222222,0.05122913610512498,0.41935483870967744,13,31
What is the difference between a constructor and a function?,A constructor is a function used to initialize an object's data when it is created. It's call is made implicitly when the object is created and must be defined with the same name as the class. Constructor also cannot return a value like a function can.,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",5.0,2,,284.0,mohler,mohler_original,0.4444444444444444,0.27115457465931503,0.6739130434782609,46,31
What is the difference between a constructor and a function?,A constructor is used to create an instance of a class and has the same name as that class. A function cannot have the same name as a class and computes data.,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",4.0,2,,285.0,mohler,mohler_original,0.2222222222222222,0.12457920464685168,0.96875,32,31
What is the difference between a constructor and a function?,"a constructor is a function that initializes a class instance, a function performs whatever task it is written for","A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",3.0,1,,286.0,mohler,mohler_original,0.2222222222222222,0.1526206644083677,0.6129032258064516,19,31
What is the difference between a constructor and a function?,"A constructor cannot return values, not even void, but function get a return value.","A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",4.0,2,,287.0,mohler,mohler_original,0.2222222222222222,0.2127725104650796,0.45161290322580644,14,31
What is the difference between a constructor and a function?,"a constructor cannot return values, its not even void. it is used to initialize an object's data when it is created. whereas, a function is created to do a specific task, and it can return values.","A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",5.0,2,,288.0,mohler,mohler_original,0.1111111111111111,0.3389389456536116,0.861111111111111,36,31
What is the difference between a constructor and a function?,A constructor initializes an object. A function is part of an object.,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",2.5,1,,289.0,mohler,mohler_original,0.3333333333333333,0.23043075946151936,0.3870967741935484,12,31
What is the difference between a constructor and a function?,constructors initialize the data that is then used in the calculations of a   function,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",2.5,1,,290.0,mohler,mohler_original,0.1111111111111111,0.090496390340164,0.45161290322580644,14,31
What is the difference between a constructor and a function?,"a constructor is called when the class is created, a function can be called any time.","A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",3.5,2,,291.0,mohler,mohler_original,0.4444444444444444,0.2994893407027134,0.5161290322580645,16,31
What is the difference between a constructor and a function?,"constructor is a special block of statements called when an object is created, either when it is declared statically or constructed on the stack. However a function is a portion of code within a larger program, which performs a specific task and independent to the rest of the code. ","A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",4.0,2,,292.0,mohler,mohler_original,0.4444444444444444,0.1965759918925278,0.6326530612244898,49,31
When does C++ create a default constructor?,The compiler creates a default constructor when we do not define one in our class file,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,293.0,mohler,mohler_original,0.625,0.3370003591650373,0.5925925925925926,16,27
When does C++ create a default constructor?,during compilation,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",3.5,2,,294.0,mohler,mohler_original,0.0,0.0,0.07407407407407407,2,27
When does C++ create a default constructor?,When the class does not explicitly include a constructor.,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,295.0,mohler,mohler_original,0.25,0.3039397671158836,0.3333333333333333,9,27
When does C++ create a default constructor?,When no parameters are set is when a default constructor is used.,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",3.0,1,,296.0,mohler,mohler_original,0.25,0.2671286711085641,0.4444444444444444,12,27
When does C++ create a default constructor?,When a class does not explicitly include a constructor.,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,297.0,mohler,mohler_original,0.25,0.23212753085136342,0.3333333333333333,9,27
When does C++ create a default constructor?,When there are no arguments passed.,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",1.5,0,,298.0,mohler,mohler_original,0.0,0.03432410861257741,0.2222222222222222,6,27
When does C++ create a default constructor?,when there is not one already for a specific class,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,299.0,mohler,mohler_original,0.25,0.19795278592403315,0.37037037037037035,10,27
When does C++ create a default constructor?,When it the programs compiles,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",3.5,2,,300.0,mohler,mohler_original,0.0,0.07734781234369073,0.18518518518518517,5,27
When does C++ create a default constructor?,when a constructor is not provided by the programmer of the class,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,301.0,mohler,mohler_original,0.375,0.42579045100216967,0.4444444444444444,12,27
When does C++ create a default constructor?,In any class that does not explicitly include a constructor.,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,302.0,mohler,mohler_original,0.25,0.19632301897564203,0.37037037037037035,10,27
When does C++ create a default constructor?,Before the main function of the code.,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",1.0,0,,303.0,mohler,mohler_original,0.0,0.12389761953733382,0.25925925925925924,7,27
When does C++ create a default constructor?,whenevery you dont specifiy your own,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,304.0,mohler,mohler_original,0.0,0.0,0.2222222222222222,6,27
When does C++ create a default constructor?,When non are provided,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,305.0,mohler,mohler_original,0.125,0.043013613336482806,0.14814814814814814,4,27
When does C++ create a default constructor?,C++ will create a default constructor when no other constructor is present.,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,306.0,mohler,mohler_original,0.25,0.3869470629332206,0.4444444444444444,12,27
When does C++ create a default constructor?,"When no constructor was specified in the constructor's class, but the class is instantiated in a program.","If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,307.0,mohler,mohler_original,0.25,0.3319861879026273,0.6296296296296297,17,27
When does C++ create a default constructor?,"When no constructor exists when one is needed, a parameterless default constructor is declared.","If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,308.0,mohler,mohler_original,0.375,0.3477171603025884,0.5185185185185185,14,27
When does C++ create a default constructor?,"The Compiler creates this automatically for you, unless you specifically create one.","If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,309.0,mohler,mohler_original,0.25,0.17749202975432207,0.4444444444444444,12,27
When does C++ create a default constructor?,In any class that doesn't explicitly include a constructor.,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,310.0,mohler,mohler_original,0.25,0.1291405777733341,0.3333333333333333,9,27
When does C++ create a default constructor?,when no user-defined constructor exists,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,311.0,mohler,mohler_original,0.25,0.2025257076786782,0.18518518518518517,5,27
When does C++ create a default constructor?,"If a class does not explicitly include a constructor, the compiler creates one.","If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,312.0,mohler,mohler_original,0.5,0.47131871005723913,0.48148148148148145,13,27
When does C++ create a default constructor?,When you do not provide your own constructor.,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,313.0,mohler,mohler_original,0.125,0.1291405777733341,0.2962962962962963,8,27
When does C++ create a default constructor?,When a class does not explicitly include a constructor.,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,314.0,mohler,mohler_original,0.25,0.23212753085136342,0.3333333333333333,9,27
When does C++ create a default constructor?,C++ creates a default constructor during compilation if one is not provided.,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,315.0,mohler,mohler_original,0.5,0.44760103006041196,0.4444444444444444,12,27
When does C++ create a default constructor?,when a class does not explicitly include a constructor,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,316.0,mohler,mohler_original,0.25,0.23212753085136342,0.3333333333333333,9,27
When does C++ create a default constructor?,The compiler will provide one when class does not explictly include a consructor.,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,317.0,mohler,mohler_original,0.375,0.23078580514981972,0.48148148148148145,13,27
When does C++ create a default constructor?,when the programmer does not explicitly include a constructor,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,318.0,mohler,mohler_original,0.125,0.2528795351806957,0.3333333333333333,9,27
When does C++ create a default constructor?,When one is not explicitly stated.,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,319.0,mohler,mohler_original,0.125,0.15652760726014492,0.2222222222222222,6,27
When does C++ create a default constructor?,when one is not explicitly included by a class,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,320.0,mohler,mohler_original,0.25,0.215103912282863,0.3333333333333333,9,27
When does C++ create a default constructor?,When you dont specify any constructors.,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,321.0,mohler,mohler_original,0.0,0.0,0.2222222222222222,6,27
When does C++ create a default constructor?,"at the very beginning when you run a complier, matter a fact in C++ it generates its own default constructor for the class provided if no other constructors have been provided by user","If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",5.0,2,,322.0,mohler,mohler_original,0.0,0.3202109035400205,0.8181818181818181,33,27
How many constructors can be created for a class?,Just one per class.,Unlimited number.,0.0,0,,323.0,mohler,mohler_original,0.0,0.0,0.5,4,2
How many constructors can be created for a class?,As many as you want so long as they have different parameters.,Unlimited number.,5.0,2,,324.0,mohler,mohler_original,0.0,0.0,0.16666666666666666,12,2
How many constructors can be created for a class?,"There is no limit to the number of constructors in a class because like functions, constructors can be overloaded.",Unlimited number.,5.0,2,,325.0,mohler,mohler_original,0.5,0.09339537641256736,0.10526315789473684,19,2
How many constructors can be created for a class?,It depends what type of class is being defined.  Typically you would have a constructor call for each object.,Unlimited number.,1.5,0,,326.0,mohler,mohler_original,0.0,0.0,0.10526315789473684,19,2
How many constructors can be created for a class?,"In C++, the constructor can be overloaded in that there can be more than one constructor for a class, each having different parameters.",Unlimited number.,5.0,2,,327.0,mohler,mohler_original,0.0,0.0,0.08695652173913043,23,2
How many constructors can be created for a class?,1,Unlimited number.,0.0,0,,328.0,mohler,mohler_original,0.0,0.0,0.5,1,2
How many constructors can be created for a class?,any number you want,Unlimited number.,5.0,2,,329.0,mohler,mohler_original,0.5,0.22028815056182968,0.5,4,2
How many constructors can be created for a class?,One,Unlimited number.,0.0,0,,330.0,mohler,mohler_original,0.0,0.0,0.5,1,2
How many constructors can be created for a class?,"by default just one, but they may be overloaded to create as many constructors as necessary",Unlimited number.,5.0,2,,331.0,mohler,mohler_original,0.0,0.0,0.125,16,2
How many constructors can be created for a class?,as many as you want,Unlimited number.,5.0,2,,332.0,mohler,mohler_original,0.0,0.0,0.4,5,2
How many constructors can be created for a class?,"As many as you want, with different parameters.",Unlimited number.,5.0,2,,333.0,mohler,mohler_original,0.0,0.0,0.25,8,2
How many constructors can be created for a class?,infinite,Unlimited number.,5.0,2,,334.0,mohler,mohler_original,0.0,0.0,0.5,1,2
How many constructors can be created for a class?,as many as you need,Unlimited number.,5.0,2,,335.0,mohler,mohler_original,0.0,0.0,0.4,5,2
How many constructors can be created for a class?,"As many as are needed, depending on how many variables one wishes to directly modify or leave as default when instantiating an object.",Unlimited number.,5.0,2,,336.0,mohler,mohler_original,0.0,0.0,0.08695652173913043,23,2
How many constructors can be created for a class?,"A very large amount of constructors can be created for any given class through overloading.  When two constructors with a different type or number of parameters are created, they are said to be overloaded, and C++ can recognize which constructor to use based on the type of the variables that are passed/returned.",Unlimited number.,5.0,2,,337.0,mohler,mohler_original,0.0,0.04747016804933461,0.038461538461538464,52,2
How many constructors can be created for a class?,It depends on the number of objects. Each object should have a constructor.,Unlimited number.,2.5,1,,338.0,mohler,mohler_original,0.5,0.12160331478619012,0.15384615384615385,13,2
How many constructors can be created for a class?,"Theoretically unlimited, as long as they are defined by the programmer.",Unlimited number.,5.0,2,,339.0,mohler,mohler_original,0.5,0.11664033394405066,0.18181818181818182,11,2
How many constructors can be created for a class?,As many as needed.,Unlimited number.,5.0,2,,340.0,mohler,mohler_original,0.0,0.0,0.5,4,2
How many constructors can be created for a class?,as many as wanted/needed,Unlimited number.,5.0,2,,341.0,mohler,mohler_original,0.0,0.0,0.5,4,2
How many constructors can be created for a class?,several,Unlimited number.,4.5,2,,342.0,mohler,mohler_original,0.0,0.0,0.5,1,2
How many constructors can be created for a class?,One,Unlimited number.,0.0,0,,343.0,mohler,mohler_original,0.0,0.0,0.5,1,2
How many constructors can be created for a class?,one,Unlimited number.,0.0,0,,344.0,mohler,mohler_original,0.0,0.0,0.5,1,2
How many constructors can be created for a class?,There can be infinite constructors as long as the signature is different.,Unlimited number.,5.0,2,,345.0,mohler,mohler_original,0.0,0.0,0.16666666666666666,12,2
How many constructors can be created for a class?,that depends on the number of data members in the class,Unlimited number.,1.5,0,,346.0,mohler,mohler_original,0.5,0.11664033394405066,0.18181818181818182,11,2
How many constructors can be created for a class?,one,Unlimited number.,0.0,0,,347.0,mohler,mohler_original,0.0,0.0,0.5,1,2
How many constructors can be created for a class?,you can overload constructors as you need,Unlimited number.,5.0,2,,348.0,mohler,mohler_original,0.0,0.0,0.2857142857142857,7,2
How many constructors can be created for a class?,As many as the programmer wants to create.,Unlimited number.,5.0,2,,349.0,mohler,mohler_original,0.0,0.0,0.25,8,2
How many constructors can be created for a class?,one,Unlimited number.,0.0,0,,350.0,mohler,mohler_original,0.0,0.0,0.5,1,2
How many constructors can be created for a class?,"as many as you want, as long as they each have a unique argument list",Unlimited number.,5.0,2,,351.0,mohler,mohler_original,0.0,0.0,0.13333333333333333,15,2
How many constructors can be created for a class?,as many as the user decides to use.,Unlimited number.,5.0,2,,352.0,mohler,mohler_original,0.0,0.0,0.25,8,2
What is the difference between a function prototype and a function definition?,A function definition does not require any additional information that needs to be passed inside its parenthesis  to execute. While a definition prototype requires more than one parameters to be passed in order to complete its  task.,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",4.0,2,,353.0,mohler,mohler_original,0.125,0.064711851880523,0.8108108108108107,37,30
What is the difference between a function prototype and a function definition?,"The FUNCTION PROTOTYPE is where the programmer declares that he/she is using a function other than main( ). This is like declaring a variable, the programmer knows that he/she will be using in the future, but has yet to say where they are going to use it, or how. This is answers the question who, it gives the function a name and character. The function prototype, by common practice is placed at the beginning of the program after the #includes and before main( ). The FUNCTION DEFINITION is the guts of the function. This is where the programmer decides what the function is going to do and tells it how to do it. It takes whatever information it is given and performs the operations. It works sort of like the brain, the brain takes in input and based upon that input performs in some way producing an output. The function defintion is placed outside of main( ) and any other functions. A function is its own entity and should be thought of as such.","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",2.5,1,,354.0,mohler,mohler_original,0.25,0.5783284499465683,0.1724137931034483,174,30
What is the difference between a function prototype and a function definition?,"A function prototype tells the compiler the function name, return type and the number and type of parameters without revealing the implementations contained in the function definition.","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",5.0,2,,355.0,mohler,mohler_original,0.625,0.7876210458570713,0.9,27,30
What is the difference between a function prototype and a function definition?,Function prototype is a declaration.  Function definitions (w/multiple parameters) often require more than one piece of information. to perform their tasks.,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",3.0,1,,356.0,mohler,mohler_original,0.375,0.16913340115951506,0.7,21,30
What is the difference between a function prototype and a function definition?,"A function prototype is a declaration of a function that tells the compiler the function's name, its return type and the types of its parameters.","A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",5.0,2,,357.0,mohler,mohler_original,0.5,0.6666389235571938,0.8333333333333334,25,30
What is the difference between a function prototype and a function definition?,A prototype shows only return types and necessary parameters. The definition includes names for those parameters and defines what the object is actually capable of doing.,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",4.5,2,,358.0,mohler,mohler_original,0.5,0.33884576158254304,0.8666666666666667,26,30
What is the difference between a function prototype and a function definition?,prototype only tells the user what data types go into a function and what type is returned.,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",4.5,2,,359.0,mohler,mohler_original,0.25,0.274925359900123,0.5666666666666667,17,30
What is the difference between a function prototype and a function definition?,Function prototype is located in the .h file and only contains the access function name and paramater type.  Function definition contains the code for the function to perform its activity.,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",4.5,2,,360.0,mohler,mohler_original,0.375,0.6209898960441025,1.0,30,30
